test_index,threat_key,threat_event,calibrated_probability,likelihood,impact_confidentiality,impact_integrity,impact_availability,impact_overall,risk_score,risk_level,impact_method,timestamp,event_type,event_category,log_level,status,anomaly_reason,user_email_hash,user_domain_type,role,ip_address,url_module,hour,is_off_hours,sess_events_per_hour,ip_events_per_hour,anomaly_reason_reference,top3_features,top3_shap_values,operational_triage
8,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 12:51:05,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,12,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.596943|-2.288436|1.447763,P2_analyst_review
44,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 13:16:52,Error syncing mahasiswa from PDDIKTI: cURL error 28: Operation timed out after 30002 milliseconds wi,error,ERROR,,error_level,,unknown,,,,13,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.661398|-2.512377|1.950159,P2_analyst_review
66,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 13:32:50,Error syncing mahasiswa from PDDIKTI: cURL error 28: Operation timed out after 30001 milliseconds wi,error,ERROR,,error_level,,unknown,,,,13,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.660543|-2.506799|1.938160,P2_analyst_review
106,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-02-28 14:15:43,Login Auth Error: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'a22100096@m,error,ERROR,,auth_error_event,,unknown,,,,14,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.700051|-2.219857|1.328034,P1_immediate_investigation
108,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-02-28 14:16:37,Login Auth Error: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'a22100096@m,error,ERROR,,auth_error_event,,unknown,,,,14,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.693984|-2.235381|1.350580,P1_immediate_investigation
110,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-02-28 14:17:30,Login Auth Error: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'a22100096@m,error,ERROR,,auth_error_event,,unknown,,,,14,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.700051|-2.235523|1.358740,P1_immediate_investigation
113,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-02-28 14:21:55,Login Auth Error: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'a22100096@m,error,ERROR,,auth_error_event,,unknown,,,,14,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.691853|-2.235506|1.361580,P1_immediate_investigation
115,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 14:22:54,Login Auth Error: Unexpected data found.,error,ERROR,,auth_error_event,,unknown,,,,14,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.691853|-2.235747|1.359168,P2_analyst_review
119,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 14:24:28,Login Auth Error: A two digit month could not be found,error,ERROR,,auth_error_event,,unknown,,,,14,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.691853|-2.235747|1.361061,P2_analyst_review
120,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 14:25:46,Login Auth Error: Unexpected data found.,error,ERROR,,auth_error_event,,unknown,,,,14,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.691853|-2.235747|1.361061,P2_analyst_review
121,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 14:26:08,Login Auth Error: Unexpected data found.,error,ERROR,,auth_error_event,,unknown,,,,14,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.691853|-2.235747|1.361061,P2_analyst_review
122,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 14:28:16,Login Auth Error: Unexpected data found.,error,ERROR,,auth_error_event,,unknown,,,,14,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.691848|-2.235914|1.368359,P2_analyst_review
127,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 14:30:11,Login Auth Error: Unexpected data found.,error,ERROR,,auth_error_event,,unknown,,,,14,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.693230|-2.235991|1.372049,P2_analyst_review
129,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 14:31:48,Login Auth Error: Unexpected data found.,error,ERROR,,auth_error_event,,unknown,,,,14,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.693230|-2.235991|1.364788,P2_analyst_review
134,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 14:35:18,Sync Error Class ID aed566f1-f2d6-494e-b675-751c844c5791: Koneksi ke PDDIKTI Timeout (RTO) atau Gate,error,ERROR,,error_level,,unknown,,,,14,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659977|-2.505833|1.943250,P2_analyst_review
140,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 14:39:12,Error syncing mahasiswa from PDDIKTI: cURL error 28: Operation timed out after 30001 milliseconds wi,error,ERROR,,error_level,,unknown,,,,14,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659977|-2.506638|1.939641,P2_analyst_review
147,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 14:42:53,Sync Error Class ID de4506c7-6489-41ba-8727-d887024c32be: Koneksi ke PDDIKTI Timeout (RTO) atau Gate,error,ERROR,,error_level,,unknown,,,,14,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.660334|-2.505592|1.943605,P2_analyst_review
149,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 14:43:48,Sync Error Class ID b92e199c-c4e3-4015-af4d-504363e9bd76: Koneksi ke PDDIKTI Timeout (RTO) atau Gate,error,ERROR,,error_level,,unknown,,,,14,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.660334|-2.505592|1.947061,P2_analyst_review
157,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 14:53:14,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,14,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.622325|-2.299291|1.642498,P2_analyst_review
162,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 14:56:02,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,14,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.705188|-2.269596|1.719322,P2_analyst_review
187,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-02-28 15:20:46,Login Auth Error: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'a22100096@m,error,ERROR,,auth_error_event,,unknown,,,,15,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.600924|-2.305263|1.430788,P1_immediate_investigation
203,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 15:36:05,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,15,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.600924|-2.305954|1.436983,P2_analyst_review
231,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 16:37:02,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,16,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.596052|-2.328360|1.476257,P2_analyst_review
276,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 18:26:06,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,18,0,0,0,auth_error_event,is_error|hour|isolation_forest_score,7.600924|-1.716050|1.051785,P2_analyst_review
317,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-02-28 19:29:38,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,19,0,0,0,auth_error_event,is_error|hour|isolation_forest_score,7.596048|-1.709321|1.112478,P2_analyst_review
461,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-01 00:20:08,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,0,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,5.026570|2.694175|1.415631,P1_immediate_investigation
464,offhours_access,Unauthorized after-hours access,0.9962467302403063,5,4,3,1,3,15,Very High,weighted,2026-03-01 00:29:16,Sync Error Class ID bf942932-69eb-42e4-b255-a3abfea69f0a: Koneksi ke PDDIKTI Timeout (RTO) atau Gate,error,ERROR,,error_level,,unknown,,,,0,1,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.430674|-3.597356|1.941771,P1_immediate_investigation
473,offhours_access,Unauthorized after-hours access,0.9956445600560956,5,4,3,1,3,15,Very High,weighted,2026-03-01 00:52:10,Sync Error Class ID 757ca189-a1bd-4d0d-8eb4-fcf815be50f1: API Error UpdateKelasKuliah: Tidak bisa me,error,ERROR,,error_level,,unknown,,,,0,1,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.432673|-3.526724|1.934410,P1_immediate_investigation
478,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-01 01:04:56,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,1,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,5.123309|2.742865|1.368041,P1_immediate_investigation
491,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-01 01:59:34,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,1,1,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.293054|-3.154327|2.289913,P1_immediate_investigation
492,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-01 02:00:12,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,2,1,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.293054|-3.154085|2.275561,P1_immediate_investigation
493,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-01 02:02:50,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,2,1,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.293054|-3.196978|2.269244,P1_immediate_investigation
517,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-01 03:35:26,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,3,1,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.245578|-3.311647|2.294154,P1_immediate_investigation
544,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-01 04:36:46,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,4,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,5.076618|2.769461|1.474173,P1_immediate_investigation
560,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-01 05:37:35,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,5,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.870357|2.733683|1.468693,P1_immediate_investigation
561,offhours_access,Unauthorized after-hours access,0.9962944387569412,5,4,3,1,3,15,Very High,weighted,2026-03-01 05:39:56,Sync Error Class ID c754a134-f66a-40af-a35b-8cf576cb77bd: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,5,1,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.430678|-3.597195|1.942707,P1_immediate_investigation
563,offhours_access,Unauthorized after-hours access,0.9962944387569412,5,4,3,1,3,15,Very High,weighted,2026-03-01 05:41:32,Sync Error Class ID c754a134-f66a-40af-a35b-8cf576cb77bd: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,5,1,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.431035|-3.597195|1.943064,P1_immediate_investigation
566,offhours_access,Unauthorized after-hours access,0.9962755591303835,5,4,3,1,3,15,Very High,weighted,2026-03-01 05:43:15,Sync Error Class ID 722bcdb4-5f6c-4901-b73d-7fe66da2b2c4: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,5,1,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.431035|-3.597195|1.946520,P1_immediate_investigation
575,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 06:50:51,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,6,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.482281|-2.366148|2.132322,P2_analyst_review
606,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 09:26:46,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,9,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.588869|-2.383488|1.641545,P2_analyst_review
619,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:13:08,Sync Error Class ID 757ca189-a1bd-4d0d-8eb4-fcf815be50f1: API Error UpdateKelasKuliah: Tidak bisa me,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659829|-2.469854|1.956453,P2_analyst_review
620,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:14:09,Sync Error Class ID 0000ae2e-5f9a-47bf-87ed-d377b8f6cc66: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659829|-2.474772|1.957178,P2_analyst_review
621,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:15:09,Sync Error Class ID 059133d2-4907-4c0b-9c6b-cb54f76f01b3: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659829|-2.492965|1.959278,P2_analyst_review
622,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:16:09,Sync Error Class ID 073480c8-6c06-46a9-a5d2-59b7cb669a0b: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659829|-2.503136|1.954572,P2_analyst_review
624,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:17:09,Sync Error Class ID 1b76ee28-2e86-45e7-9b69-4ff3a3e0e24d: API Error UpdateKelasKuliah: Tidak bisa me,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659829|-2.503278|1.951155,P2_analyst_review
626,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:18:09,Sync Error Class ID 1d5e8fd0-28c6-4537-96bf-3128b3fa772e: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659829|-2.503278|1.951155,P2_analyst_review
628,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:19:08,Sync Error Class ID d03efdca-1ea6-4d09-9ba2-dcc6f707a2c1: API Error UpdateKelasKuliah: Tidak bisa me,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659472|-2.497073|1.954143,P2_analyst_review
630,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:20:09,Sync Error Class ID 0000ae2e-5f9a-47bf-87ed-d377b8f6cc66: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659472|-2.497073|1.954143,P2_analyst_review
633,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:21:09,Sync Error Class ID 059133d2-4907-4c0b-9c6b-cb54f76f01b3: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659472|-2.497073|1.954087,P2_analyst_review
636,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:22:09,Sync Error Class ID 073480c8-6c06-46a9-a5d2-59b7cb669a0b: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659472|-2.497314|1.954145,P2_analyst_review
638,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:23:09,Sync Error Class ID 0bf43c28-550e-402a-922f-ab18987e50cf: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659472|-2.497314|1.954145,P2_analyst_review
639,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:24:09,Sync Error Class ID 1d5e8fd0-28c6-4537-96bf-3128b3fa772e: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659472|-2.497314|1.954145,P2_analyst_review
641,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:25:09,Sync Error Class ID 2540cbd1-bf71-4f85-894b-997651a87c39: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659472|-2.497314|1.954145,P2_analyst_review
642,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:26:09,Sync Error Class ID 2a35e293-9593-4fd9-88d6-592b6b783edf: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659472|-2.497314|1.954145,P2_analyst_review
645,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:27:10,Sync Error Class ID 3b281a69-9370-49b7-9218-468cf9f70a6b: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659469|-2.497319|1.954141,P2_analyst_review
646,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:28:10,Sync Error Class ID 7a6914e5-f7d9-4c89-a540-fe385596a305: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659469|-2.497481|1.954183,P2_analyst_review
649,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:29:10,Sync Error Class ID 585935e4-98c0-490a-9f6c-27104f72d491: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659469|-2.497559|1.954203,P2_analyst_review
651,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:30:10,Sync Error Class ID 5941af09-0dd1-4205-840c-eaaf15475742: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659469|-2.497559|1.954203,P2_analyst_review
654,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:31:01,Sync Error Class ID 9abcc361-ba9b-4c85-9ebe-a3e2f0d47d32: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.659469|-2.497559|1.954203,P1_immediate_investigation
657,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:32:01,Sync Error Class ID 5fb7bf88-9454-436f-8c01-0ea806587c19: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.659469|-2.497559|1.954203,P1_immediate_investigation
660,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:33:01,Sync Error Class ID a6f2b670-b80e-4afa-839d-3f1ac067b9ea: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.659469|-2.497643|1.954225,P1_immediate_investigation
662,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:34:01,Sync Error Class ID 7a6914e5-f7d9-4c89-a540-fe385596a305: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.659472|-2.497638|1.954229,P1_immediate_investigation
664,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:35:01,Sync Error Class ID ad106972-4771-4ba2-9426-be73a0e4d5ae: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.659472|-2.497638|1.954229,P1_immediate_investigation
667,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:36:01,Sync Error Class ID b040bdb2-4745-415c-a422-d95eec102572: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.659472|-2.497638|1.954229,P1_immediate_investigation
669,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:37:01,Sync Error Class ID 9d818e29-de4c-4a97-ad43-7018205a9341: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.659472|-2.497638|1.954229,P1_immediate_investigation
673,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:38:02,Sync Error Class ID b869d317-a09b-4bbb-afb5-6ccf56be2198: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.659472|-2.497397|1.954171,P1_immediate_investigation
676,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:39:01,Sync Error Class ID a8382c0c-b29c-48c6-8a47-5abe3f73d581: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.659472|-2.497397|1.954227,P1_immediate_investigation
678,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:40:02,Sync Error Class ID bf942932-69eb-42e4-b255-a3abfea69f0a: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.659472|-2.497397|1.954227,P1_immediate_investigation
680,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:41:02,Sync Error Class ID b02b0b6e-cae7-4557-b763-1067e9ecfd11: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.659829|-2.497397|1.954584,P1_immediate_investigation
683,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:42:02,Sync Error Class ID cf15b6a8-8ac1-4aae-9363-8699b5fc7fb1: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.659829|-2.497397|1.954584,P1_immediate_investigation
685,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:43:02,Sync Error Class ID d612ac83-8ae4-46ed-a1af-3ce46a0d7bd5: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.659829|-2.497397|1.958041,P1_immediate_investigation
687,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:44:02,Sync Error Class ID db3db3a2-71ec-4f3a-af90-218e794b4076: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.659829|-2.487085|1.962378,P1_immediate_investigation
688,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:45:02,Sync Error Class ID b91e5d81-ef37-4fd8-baf0-b2ad337fe11b: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.659829|-2.468523|1.960607,P1_immediate_investigation
690,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:46:03,Sync Error Class ID ddea85a3-2481-4cc6-b2b7-b0f39d29ee41: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.659829|-2.463974|1.960045,P1_immediate_investigation
